"bldg","y","defects","poor","race.x","floor","dist","borough","numunits","stories","race.y","personrm","housewgt","sequenceno","under6","cd","unitflr2","regext","totincom2","subsidy","housing","poverty","povertyx2","extwin4_2","extflr5_2","intcrack2","inthole2","intpeel_cat","intleak2","duration","board2","struct","old","help","rodent2","foreign","dilap","black_Mean","board2_Mean","foreign_Mean","help_Mean","hispanic_Mean","old_Mean","poverty_Mean","povertyx2_Mean","pubhous_Mean","regext_Mean","struct_Mean","dilap_Mean","ownhous_Mean","duration_Mean","extwin4_2_Mean","extflr5_2_Mean","intcrack2_Mean","inthole2_Mean","intleak2_Mean","vacrate"
5438,0,4,3,1,5,34,3,8,4,1,0.5,196.83906,403329,1,34,5,1,60000,0,2,0,0,0,0,1,1,2,0,9,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5438,0,0,3,1,4,34,3,8,4,1,0.5,196.83906,901942,1,34,4,1,25000,0,2,0,0,0,0,0,0,0,0,7,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5438,0,0,3,1,4,34,3,8,4,1,0.67,188.05791,149701,1,34,4,1,93000,0,2,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5438,0,0,3,1,4,34,3,8,4,1,0.33,196.83906,641443,1,34,4,1,62000,0,2,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5438,0,0,3,1,4,34,3,8,4,1,0.5,196.83906,403329,1,34,5,1,60000,0,2,0,0,0,0,1,1,2,0,9,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5438,0,0,3,1,4,34,3,8,4,1,0.5,196.83906,901942,1,34,4,1,25000,0,2,0,0,0,0,0,0,0,0,7,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5438,0,0,3,1,4,34,3,8,4,1,0.67,188.05791,149701,1,34,4,1,93000,0,2,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5438,0,0,3,1,4,34,3,8,4,1,0.33,196.83906,641443,1,34,4,1,62000,0,2,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5438,0,0,3,1,4,34,3,8,4,1,0.5,196.83906,403329,1,34,5,1,60000,0,2,0,0,0,0,1,1,2,0,9,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5456,0,0,3,1,5,34,3,10,4,1,0.67,188.05791,437909,2,34,5,0,30000,0,2,0,0,0,0,0,0,0,0,6,0,1,1,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5476,0,0,2,1,4,34,3,9,5,1,0.5,174.61026,443602,1,34,4,1,190000,0,4,0,0,0,0,0,0,0,0,10,0,1,0,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.67,188.05791,956748,1,34,8,1,155000,0,4,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.67,188.05791,317506,1,34,8,1,180000,0,4,0,0,0,0,0,0,0,0,1,0,1,0,NA,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.5,196.83906,69042,1,34,8,1,100030,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.33,188.05791,108455,1,34,8,1,416973,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.67,188.05791,956748,1,34,8,1,155000,0,4,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.67,188.05791,317506,1,34,8,1,180000,0,4,0,0,0,0,0,0,0,0,1,0,1,0,NA,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.5,196.83906,69042,1,34,8,1,100030,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.33,188.05791,108455,1,34,8,1,416973,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.67,188.05791,956748,1,34,8,1,155000,0,4,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.67,188.05791,317506,1,34,8,1,180000,0,4,0,0,0,0,0,0,0,0,1,0,1,0,NA,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.5,196.83906,69042,1,34,8,1,100030,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.33,188.05791,108455,1,34,8,1,416973,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.67,188.05791,956748,1,34,8,1,155000,0,4,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.67,188.05791,317506,1,34,8,1,180000,0,4,0,0,0,0,0,0,0,0,1,0,1,0,NA,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.5,196.83906,69042,1,34,8,1,100030,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5481,0,0,2,1,8,34,3,12,7,1,0.33,188.05791,108455,1,34,8,1,416973,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5483,1,3.0111821086262,4,1,6,34,3,9,4,1,0.33,190.11903,664209,1,34,6,NA,11700,NA,2,0,1,0,NA,NA,NA,NA,NA,7,1,NA,1,NA,NA,NA,1,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5483,1,3.0111821086262,4,1,6,34,3,9,4,1,0.33,203.11021,32773,1,34,6,0,22000,0,2,0,0,0,NA,0,0,0,1,24,1,0,1,1,1,1,1,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5483,NA,3.0111821086262,5,1,6,34,3,9,4,1,0.33,190.11903,664209,1,34,6,NA,11700,NA,2,0,1,0,NA,NA,NA,NA,NA,7,1,NA,1,NA,NA,NA,1,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5483,NA,3.0111821086262,5,1,6,34,3,9,4,1,0.33,203.11021,32773,1,34,6,0,22000,0,2,0,0,0,NA,0,0,0,1,24,1,0,1,1,1,1,1,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,5,1,4,34,3,10,5,1,0.33,196.83906,480058,1,34,4,0,53500,0,2,0,0,0,0,0,0,0,0,20,0,1,1,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,5,1,4,34,3,10,5,1,1,174.61026,964772,1,34,4,0,0,0,2,1,1,0,0,0,0,0,0,8,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,5,1,4,34,3,10,5,1,1,203.11021,696724,1,34,4,0,50000,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,5,1,4,34,3,10,5,1,0.5,190.11903,673920,1,34,4,0,60000,0,2,0,0,0,0,0,0,0,0,3,0,1,1,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,3,1,4,34,3,10,5,1,0.33,196.83906,480058,1,34,4,0,53500,0,2,0,0,0,0,0,0,0,0,20,0,1,1,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,3,1,4,34,3,10,5,1,1,174.61026,964772,1,34,4,0,0,0,2,1,1,0,0,0,0,0,0,8,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,3,1,4,34,3,10,5,1,1,203.11021,696724,1,34,4,0,50000,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,3,1,4,34,3,10,5,1,0.5,190.11903,673920,1,34,4,0,60000,0,2,0,0,0,0,0,0,0,0,3,0,1,1,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,3,1,4,34,3,10,5,1,0.33,196.83906,480058,1,34,4,0,53500,0,2,0,0,0,0,0,0,0,0,20,0,1,1,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,3,1,4,34,3,10,5,1,1,174.61026,964772,1,34,4,0,0,0,2,1,1,0,0,0,0,0,0,8,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,3,1,4,34,3,10,5,1,1,203.11021,696724,1,34,4,0,50000,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,3,1,4,34,3,10,5,1,0.5,190.11903,673920,1,34,4,0,60000,0,2,0,0,0,0,0,0,0,0,3,0,1,1,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,3,1,4,34,3,10,5,1,0.33,196.83906,480058,1,34,4,0,53500,0,2,0,0,0,0,0,0,0,0,20,0,1,1,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,3,1,4,34,3,10,5,1,1,174.61026,964772,1,34,4,0,0,0,2,1,1,0,0,0,0,0,0,8,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,3,1,4,34,3,10,5,1,1,203.11021,696724,1,34,4,0,50000,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5489,0,0,3,1,4,34,3,10,5,1,0.5,190.11903,673920,1,34,4,0,60000,0,2,0,0,0,0,0,0,0,0,3,0,1,1,NA,0,NA,0,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5496,0,1,5,3,8,34,3,12,7,3,0.33,203.11021,153298,1,34,8,1,11772,0,1,0,1,0,0,0,0,0,0,29,0,1,0,1,0,1,1,0.02,0.1,0.24,0.89,0.06,0.51,0.06,0.13,0.03,0.78,0.95,0.01,0.34,10.57,0,0.01,0.09,0.04,0.16,0.11
5500,1,2.05490704309396,3.1171875,1,5,35,3,12,7,1,1,210.64035,682912,3,35,5,NA,27900,NA,3,0,1,0,NA,0,0,1,0,5,1,0,0,1,1,1,NA,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5514,0,0,3,5,4,35,3,10,5,5,0.5,178.76955,803099,1,35,4,NA,45000,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,4,4,7,8,35,3,11,6,1,0.67,178.76955,410426,1,35,7,1,155000,0,2,0,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,4,4,7,8,35,3,11,6,1,0.25,198.91926,255270,1,35,7,1,77000,0,2,0,0,0,0,0,0,0,0,14,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,4,4,7,8,35,3,11,6,7,0.5,178.76955,759746,1,35,8,1,476973,0,2,0,0,0,0,0,0,2,1,29,1,0,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,4,4,7,8,35,3,11,6,1,0.33,198.91926,211492,1,35,8,1,20000,0,2,0,0,0,0,0,0,0,1,7,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,1,3,1,7,35,3,11,6,1,0.67,178.76955,410426,1,35,7,1,155000,0,2,0,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,1,3,1,7,35,3,11,6,1,0.25,198.91926,255270,1,35,7,1,77000,0,2,0,0,0,0,0,0,0,0,14,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,1,3,1,7,35,3,11,6,7,0.5,178.76955,759746,1,35,8,1,476973,0,2,0,0,0,0,0,0,2,1,29,1,0,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,1,3,1,7,35,3,11,6,1,0.33,198.91926,211492,1,35,8,1,20000,0,2,0,0,0,0,0,0,0,1,7,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,1,3,1,8,35,3,11,6,1,0.67,178.76955,410426,1,35,7,1,155000,0,2,0,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,1,3,1,8,35,3,11,6,1,0.25,198.91926,255270,1,35,7,1,77000,0,2,0,0,0,0,0,0,0,0,14,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,1,3,1,8,35,3,11,6,7,0.5,178.76955,759746,1,35,8,1,476973,0,2,0,0,0,0,0,0,2,1,29,1,0,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,1,3,1,8,35,3,11,6,1,0.33,198.91926,211492,1,35,8,1,20000,0,2,0,0,0,0,0,0,0,1,7,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,0,3,1,7,35,3,11,6,1,0.67,178.76955,410426,1,35,7,1,155000,0,2,0,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,0,3,1,7,35,3,11,6,1,0.25,198.91926,255270,1,35,7,1,77000,0,2,0,0,0,0,0,0,0,0,14,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,0,3,1,7,35,3,11,6,7,0.5,178.76955,759746,1,35,8,1,476973,0,2,0,0,0,0,0,0,2,1,29,1,0,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5533,0,0,3,1,7,35,3,11,6,1,0.33,198.91926,211492,1,35,8,1,20000,0,2,0,0,0,0,0,0,0,1,7,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5544,1,1,4,4,7,35,3,10,5,4,0.75,170.62623,942768,1,35,7,1,27000,0,2,0,1,0,0,0,0,0,0,7,0,0,1,1,1,1,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5546,0,1,3,4,4,35,3,10,4,4,0.33,203.9617,363893,1,35,4,1,35000,0,2,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5547,0,1,6,2,5,35,3,10,5,1,0.4,203.9617,717701,1,35,4,1,22000,0,2,0,1,0,0,1,0,2,1,2,1,0,1,1,1,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5547,0,1,6,2,5,35,3,10,5,2,0.5,189.27104,608933,1,35,5,1,9343,0,2,1,1,0,0,0,0,0,1,27,1,1,1,0,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5547,1,5,5,1,4,35,3,10,5,1,0.4,203.9617,717701,1,35,4,1,22000,0,2,0,1,0,0,1,0,2,1,2,1,0,1,1,1,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5547,1,5,5,1,4,35,3,10,5,2,0.5,189.27104,608933,1,35,5,1,9343,0,2,1,1,0,0,0,0,0,1,27,1,1,1,0,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5550,0,1,6,4,4,35,3,10,4,4,0.4,254.11404,793997,1,35,4,1,14000,1,2,0,1,0,0,0,0,0,1,21,1,1,1,1,0,1,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5550,0,1,6,4,4,35,3,10,4,1,0.25,203.9617,712914,1,35,5,1,180000,NA,2,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5550,0,2,5,1,5,35,3,10,4,4,0.4,254.11404,793997,1,35,4,1,14000,1,2,0,1,0,0,0,0,0,1,21,1,1,1,1,0,1,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5550,0,2,5,1,5,35,3,10,4,1,0.25,203.9617,712914,1,35,5,1,180000,NA,2,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5551,0,2,3,1,7,35,3,12,5,1,0.75,210.64035,397664,2,35,7,1,120000,NA,3,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5551,0,2,3,1,7,35,3,12,5,2,0.5,173.08731,825975,1,35,7,0,195000,NA,3,0,0,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5551,0,2,3,1,7,35,3,12,5,1,0.4,178.76955,787436,1,35,7,1,80000,0,2,0,0,0,0,1,0,0,1,34,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5551,0,2,3,1,7,35,3,12,5,1,0.25,184.05591,439567,1,35,7,1,14400,1,2,0,1,0,0,0,0,0,0,33,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5551,0,0,1.5,2,7,35,3,12,5,1,0.75,210.64035,397664,2,35,7,1,120000,NA,3,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5551,0,0,1.5,2,7,35,3,12,5,2,0.5,173.08731,825975,1,35,7,0,195000,NA,3,0,0,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5551,0,0,1.5,2,7,35,3,12,5,1,0.4,178.76955,787436,1,35,7,1,80000,0,2,0,0,0,0,1,0,0,1,34,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
5551,0,0,1.5,2,7,35,3,12,5,1,0.25,184.05591,439567,1,35,7,1,14400,1,2,0,1,0,0,0,0,0,0,33,0,1,1,1,0,0,0,0.33,0.38,0.46,0.79,0.39,0.86,0.31,0.52,0.07,0.68,0.59,0.02,0.09,14.02,0.02,0.03,0.24,0.13,0.29,0.06
