ano,temperatura,pH,milho,sacarose,boa
1996,63.8,7.18,BRS3046,86.54,0
1996,64.8,7.59,Comum,10.95,1
1996,60.8,7.58,Comum,9.19,1
1996,59.7,7.88,BRS3046,69.65,0
1996,55.1,7.79,BRS3046,74.19,0
1996,56.4,7.1,Comum,7.85,1
1996,56.3,7.03,Comum,8.8,1
1996,62.6,8,BRS3046,65.02,0
1996,62,7.96,BRS3046,71.24,0
1996,62.3,7.44,Comum,8.9,1
1996,55.5,7.83,Comum,8.24,1
1996,62.2,7.02,Comum,15.7,1
1996,66.8,7.09,BRS3046,60.24,0
1996,61.8,7.69,BRS3046,64.68,0
1996,52.5,7.17,BRS3046,70.15,0
1996,59.3,7.44,BRS3046,70.09,0
1996,63.2,7.6,BRS3046,71.69,0
1996,53.2,7.8,Comum,10.67,1
1996,62.3,7.61,BRS3046,76.04,0
1996,54.5,7.6,Comum,8.49,1
1996,63.1,7.61,BRS3046,73.65,0
1996,60.5,7.34,Comum,8.33,1
1996,63.7,7.71,BRS3046,66.39,0
1996,67.7,7.54,Comum,70.83,0
1996,58.6,7.41,BRS3046,79.34,0
1996,66.4,7.32,BRS3046,62.5,0
1996,59.5,7.94,BRS3046,74.1,0
1996,59.2,7.62,Comum,6.79,1
1996,61.3,7.53,BRS3046,61.34,0
1996,54.2,7.45,BRS3046,72.04,0
1996,63.6,7.77,Comum,10.56,1
1996,61.8,7.3,BRS3046,65.66,0
1996,56.8,7.92,BRS3046,64.18,0
1996,63,7.55,BRS3046,95.29,0
1996,59.7,7.93,BRS3046,65.07,0
1996,54.6,7.64,Comum,8.61,1
1996,53.2,7.42,BRS3046,61.99,0
1996,64.7,7.74,BRS3046,66.68,0
1996,63.1,7.69,BRS3046,73.88,0
1996,60.5,7.03,BRS3046,69.94,0
1996,57.4,7.28,BRS3046,71.3,0
1996,57.9,7.38,BRS3046,68.3,0
1996,56.2,7.59,BRS3046,63.96,0
1996,65.2,7.57,Comum,11.05,1
1996,57.9,7.25,BRS3046,75.7,0
1996,58,7.35,BRS3046,68.15,0
1996,62.2,7.35,BRS3046,69.41,0
1996,64.1,7.48,Comum,11.47,1
1996,58.6,7.02,BRS3046,67.12,0
1996,55.6,7.29,Comum,8.51,1
1996,58.9,7.6,Comum,8.43,1
1996,60.7,7.66,BRS3046,68.59,0
1996,59.9,7.08,Comum,8.18,1
1996,56.1,7.51,Comum,11,1
1996,56.9,7.07,Comum,12.53,1
1996,68.6,7.19,BRS3046,83.68,0
1996,68.2,7.46,BRS3046,72,0
1996,53,7.47,Comum,8.97,1
1996,63.6,7.83,BRS3046,72.38,0
1996,59.1,7.94,BRS3046,67.94,0
1996,60.9,7.32,Comum,72.13,0
1996,66.2,7.94,Comum,11.46,1
1996,62.5,7.14,BRS3046,62.76,0
1996,60.2,7.25,BRS3046,66.78,0
1996,64.7,7.41,BRS3046,68.12,0
1996,60.9,7.73,BRS3046,55.07,0
1996,59.7,7.99,BRS3046,67.89,0
1996,58.6,7.9,BRS3046,56.9,0
1996,59.8,7.76,BRS3046,67.23,0
1996,60.6,7.17,Comum,8.81,1
1996,63.4,7.97,BRS3046,58.56,0
1996,60.3,7.49,BRS3046,79.3,0
1996,64.7,7.03,BRS3046,62.55,0
1996,54.9,7.87,BRS3046,70.16,0
1996,62.6,7.73,Comum,10.95,1
1996,58.8,7.83,Comum,7.89,1
1996,58.2,7.27,BRS3046,79.5,0
1996,62.3,7.44,BRS3046,69.43,0
1996,58.3,7.87,Comum,12.23,1
1996,54.7,7.95,Comum,10.07,1
1996,56.1,7.18,BRS3046,67.8,0
1996,62.9,7.34,BRS3046,63.79,0
1996,61.9,7.41,BRS3046,60.29,0
1996,63,7.49,Comum,7.8,1
1997,59.7,7.39,BRS3046,59.87,0
1997,61.3,7.43,Comum,12.28,1
1997,64.9,7.66,BRS3046,72.09,0
1997,60.9,7.73,BRS3046,77.41,0
1997,60.2,7.07,BRS3046,67.88,0
1997,64.4,7.42,BRS3046,61.45,0
1997,55.3,7.48,BRS3046,66.17,0
1997,59.8,7.51,BRS3046,70.01,0
1997,64.1,7.24,Comum,9.56,1
1997,55.8,7.14,Comum,6.38,1
1997,61.1,7.07,BRS3046,69.84,0
1997,66,7.49,BRS3046,62.43,0
1997,64,7.84,Comum,7.63,1
1997,65,7.57,Comum,9.94,1
1997,60.2,7.13,BRS3046,61.74,0
1997,57.1,7.31,BRS3046,65.03,0
1997,61,7.84,BRS3046,86.74,0
1997,56.3,7.48,BRS3046,81.3,0
1997,57.9,7.6,BRS3046,70.44,0
1997,64.5,7.74,BRS3046,77.76,0
1997,65,7.36,BRS3046,80.22,0
1997,59.8,7.43,BRS3046,61.55,0
1997,62.7,7.54,Comum,8.14,1
1997,62.4,7.06,Comum,61.03,0
1997,54.2,7.63,Comum,10.4,1
1997,57.6,7.47,Comum,11.02,1
1997,57.5,7.19,BRS3046,79.01,0
1997,60.6,7.36,Comum,9.44,1
1997,54.4,7.66,BRS3046,74.76,0
1997,61,7.89,BRS3046,66.52,0
1997,59.4,7.8,Comum,7.18,1
1997,58.1,7.32,BRS3046,64.96,0
1997,62.1,7.2,Comum,9.38,1
1997,55.1,7.92,BRS3046,65.88,0
1997,61.5,7.51,BRS3046,65.94,0
1997,54.5,7.13,BRS3046,64.68,0
1997,60.1,7.58,BRS3046,67.51,0
1997,62.3,7.78,Comum,7.73,1
1997,53,7.86,BRS3046,69.36,0
1997,48.3,7.88,Comum,11.59,1
1997,61.5,7.98,BRS3046,66.84,0
1997,65.4,7.11,Comum,66.69,0
1997,59,7.56,Comum,7.63,1
1997,56.7,7.94,Comum,9.51,1
1997,68.3,7.15,BRS3046,69.02,0
1997,64,7.85,Comum,12.05,1
1997,64.8,7.16,Comum,7.99,1
1997,56.3,7.84,BRS3046,68.37,0
1997,58.9,7.07,BRS3046,61.55,0
1997,61,7.95,Comum,9.69,1
1997,63.1,7.51,BRS3046,71.1,0
1997,61.2,7.51,BRS3046,70,0
1997,69.5,8,Comum,10.83,1
1997,54.4,7.29,BRS3046,69.73,0
1997,57.5,7.85,Comum,6.64,1
1997,63.5,7.74,BRS3046,69.64,0
1997,58.4,7.17,Comum,11.82,1
1997,68.7,7.42,BRS3046,63.03,0
1997,58.1,7.63,Comum,9.06,1
1997,59.1,7.11,Comum,9.41,1
1997,56.7,7.86,Comum,9.82,1
1997,59.9,7.24,BRS3046,68.95,0
1997,56.3,7.23,BRS3046,65,0
1997,60.5,7.46,BRS3046,67.8,0
1997,61.4,7.98,BRS3046,68.63,0
1997,57,7.96,BRS3046,82.63,0
1997,61,7.04,Comum,71.18,0
1997,60.8,7.68,BRS3046,68.25,0
1997,59.6,7.48,BRS3046,66.21,0
1997,59.9,7.75,BRS3046,72.17,0
1997,58.7,7.27,Comum,8.09,1
1997,60.4,7.99,BRS3046,75.86,0
1997,60.9,7.95,BRS3046,69.86,0
1997,56.3,7.25,Comum,9.77,1
1997,59.2,7.96,BRS3046,67.71,0
1997,61.9,7.59,BRS3046,67.72,0
1997,54.5,7.78,BRS3046,67.31,0
1997,61.2,7.49,BRS3046,72.89,0
1997,62.8,7.11,BRS3046,64.57,0
1997,58.7,7.82,BRS3046,11.22,1
1997,64.5,7.75,BRS3046,63.83,0
1997,57.2,7.28,BRS3046,93.58,0
1997,51.2,7.87,BRS3046,68.13,0
1997,60.3,7.84,BRS3046,71.49,0
1997,64.9,7.67,BRS3046,73.65,0
1997,64.1,7.11,BRS3046,64.63,0
1997,56.8,7.85,BRS3046,77.06,0
1997,63.2,7.81,Comum,11.25,1
1997,59.1,7.75,BRS3046,66.22,0
1997,58.5,7.22,Comum,14.59,1
1997,59.7,7.03,BRS3046,65.6,0
1997,61,7.22,BRS3046,74.81,0
1997,65.3,7.36,BRS3046,56.2,0
1997,64.6,7.2,BRS3046,69.18,0
1997,60.4,7.74,BRS3046,66.94,0
1997,59.9,7.08,Comum,6.69,1
1997,59.7,7.74,BRS3046,63.96,0
1997,64.8,7.86,BRS3046,62.62,0
1997,61.9,7.87,BRS3046,58.8,0
1997,55.1,7.35,BRS3046,8.88,1
1997,57.5,7.65,BRS3046,61.14,0
1997,56.1,7.93,Comum,9.25,1
1997,69,7.27,Comum,9.84,1
1997,67.2,7.83,Comum,9.1,1
1997,58.9,7.48,BRS3046,61.66,0
1997,62.5,7.32,BRS3046,69.72,0
1997,65.7,7.74,BRS3046,68.73,0
1997,57.3,7.22,Comum,12.08,1
1997,59.9,7.26,BRS3046,81.18,0
1997,61.4,7.31,Comum,8.76,1
1997,56.9,7.08,BRS3046,72.31,0
1997,55.1,7.57,BRS3046,67.46,0
1997,51.9,7.46,BRS3046,73.17,0
1997,60.1,7.98,Comum,8.57,1
1997,66.4,7.92,Comum,60.11,0
1997,55.4,7.41,Comum,13.56,1
1997,59.8,7.51,BRS3046,65.5,0
1997,57.1,7.82,Comum,11.06,1
1997,64.2,7.08,Comum,8.15,1
1997,56.7,7.42,BRS3046,69.02,0
1997,66.3,7.02,Comum,8.23,1
1997,58.4,7.33,BRS3046,72.2,0
1997,57.8,7.9,BRS3046,70.89,0
1997,61.8,7.66,Comum,10.34,1
1997,62.6,7.54,BRS3046,71.67,0
1997,58.7,7.5,Comum,11.5,1
1997,58.1,7.36,BRS3046,59.59,0
1997,66.8,7.38,BRS3046,83.51,0
1997,57.7,7.18,BRS3046,71.04,0
1997,53.9,7.87,Comum,9.31,1
1997,58.2,7.15,BRS3046,65.58,0
1997,66.1,7.65,BRS3046,77.72,0
1997,57,7.24,Comum,9.32,1
1997,56.2,7.36,Comum,10.85,1
1997,66.7,7.62,BRS3046,71.79,0
1997,57.3,7.55,BRS3046,79.94,0
1997,58,7.57,BRS3046,76.58,0
1997,57.5,7.41,Comum,8.26,1
1997,59.1,7.09,BRS3046,54.86,0
1997,64.8,7.27,BRS3046,58.47,0
1997,54.9,7.55,Comum,11.37,1
1997,56,7.42,BRS3046,76.35,0
1997,60.4,7.19,BRS3046,68.93,0
1997,57.9,7.2,BRS3046,70,0
1998,64.2,7.49,BRS3046,77.63,0
1998,59.4,7.13,Comum,9.98,1
1998,57.5,7.58,BRS3046,78.84,0
1998,54.2,7.02,BRS3046,73.89,0
1998,64.4,7.18,BRS3046,66.09,0
1998,59.6,7.64,Comum,6.78,1
1998,56.1,7.38,BRS3046,70,0
1998,65.2,7.61,BRS3046,63.62,0
1998,64.9,7.37,BRS3046,69.09,0
1998,59.1,7.72,BRS3046,66.96,0
1998,63.5,7.77,Comum,8.2,1
1998,61.6,7.04,BRS3046,67.26,0
1998,53.2,7.74,Comum,7.29,1
1998,60.8,7.14,BRS3046,73.52,0
1998,57.7,7.42,BRS3046,78.96,0
1998,53.9,7.42,BRS3046,72.38,0
1998,58.8,7.21,BRS3046,64.75,0
1998,68.6,7.52,BRS3046,68.84,0
1998,59.3,7.32,BRS3046,75.99,0
1998,66.2,7.81,BRS3046,68.99,0
1998,58,7.85,BRS3046,74.84,0
1998,53.1,7.84,BRS3046,74.42,0
1998,57.3,7.13,BRS3046,74.33,0
1998,59.4,7.58,BRS3046,64.86,0
1998,63.2,7.28,BRS3046,80.64,0
1998,58.7,7.94,Comum,8.06,1
1998,54.2,7.14,BRS3046,11.02,1
1998,66.1,7.6,BRS3046,68.87,0
1998,69.6,7.33,BRS3046,65.78,0
1998,64.9,7.95,Comum,9.96,1
1998,59.6,7.58,Comum,11.47,1
1998,61.7,7.97,BRS3046,69.65,0
1998,67.5,7.27,BRS3046,57.74,0
1998,59.4,7.11,Comum,9.44,1
1998,66.3,7.35,BRS3046,64.24,0
1998,60.7,7.33,Comum,9.86,1
1998,56.6,7.24,BRS3046,77.46,0
1998,54.1,7.2,Comum,10.54,1
1998,62,7.93,BRS3046,68.18,0
1998,60.2,7.41,BRS3046,71.06,0
1998,63.9,7.09,BRS3046,61.99,0
1998,62.8,7.78,BRS3046,73,0
1998,59,7.27,Comum,8.42,1
1998,66.2,7.22,BRS3046,85.53,0
1998,61,7.89,BRS3046,75.98,0
1998,58.7,7.85,BRS3046,77.09,0
1998,60.3,7.27,Comum,9.69,1
1998,53.8,7.79,BRS3046,72.19,0
1998,53.9,7.53,Comum,13.89,1
1998,56.6,7.26,BRS3046,64.5,0
1998,63.3,7.06,Comum,75.35,0
1998,58.3,7.14,Comum,10.66,1
1998,55.8,7.5,BRS3046,60.29,0
1998,62.4,7.01,BRS3046,76.77,0
1998,66.5,7.49,BRS3046,72.53,0
1998,56.9,7.23,BRS3046,80.95,0
1998,61.5,7.52,Comum,6.81,1
1998,62.4,7.13,Comum,66.05,0
1998,56.1,7.42,BRS3046,76.59,0
1998,68.3,7.33,BRS3046,72.21,0
1998,58.1,7.88,BRS3046,8.61,1
1998,55.6,7.44,BRS3046,66.94,0
1998,56.3,7.81,BRS3046,70.65,0
1998,57.3,7.73,Comum,8.56,1
1998,62.3,7.03,BRS3046,61.73,0
1998,60,7.92,Comum,12.38,1
1998,55.8,7.26,BRS3046,65.74,0
1998,65.4,7.85,BRS3046,73.83,0
1998,60.5,7.16,BRS3046,76.87,0
1998,64.3,7.64,Comum,9.7,1
1998,58.5,7.72,BRS3046,68.93,0
1998,57.2,7.14,BRS3046,61.44,0
1998,66.1,7.41,BRS3046,68.67,0
1998,62.4,7.8,BRS3046,79.65,0
1998,60.8,7.43,BRS3046,68.58,0
1998,54.2,7.26,BRS3046,74.27,0
1998,64,7.43,Comum,9.82,1
1998,52.2,7.68,BRS3046,66.93,0
1998,55.7,7.54,BRS3046,75.54,0
1998,64.9,7.99,BRS3046,79.21,0
1998,66.9,7.89,BRS3046,69.06,0
1998,55.7,7.75,BRS3046,73.84,0
1998,60.5,7.14,Comum,12.12,1
1998,62.1,7.57,BRS3046,64.48,0
1998,54.2,7.94,BRS3046,77.89,0
1998,61.2,7.21,Comum,6.99,1
1998,62.5,7.56,Comum,9.29,1
1998,56.5,7.82,BRS3046,59.59,0
1998,59.8,7.18,BRS3046,75.27,0
1998,54,7.22,BRS3046,69.2,0
1998,55.3,7.98,Comum,9.08,1
1998,67.2,7.87,BRS3046,58.47,0
1998,49.9,7.07,Comum,8.92,1
1998,58.6,7.31,BRS3046,72.82,0
1998,57.9,7.41,Comum,7.16,1
1998,58.9,7.63,BRS3046,61.88,0
1998,53.5,7.72,Comum,8.96,1
1998,55.9,7.09,Comum,8.61,1
1998,59.8,7.03,Comum,11.83,1
1998,54.9,7.82,BRS3046,63.86,0
1998,61.3,7.11,BRS3046,73.11,0
1998,57.3,7.26,BRS3046,75.84,0
1998,59.8,7.6,BRS3046,66.58,0
1998,64.4,7.95,BRS3046,66.72,0
1998,64.7,7.77,BRS3046,67.14,0
1998,58.3,7.49,BRS3046,65.03,0
1998,56.9,7.14,Comum,13.26,1
1998,59.7,7.31,Comum,57.34,0
1998,59.7,7.99,Comum,10.35,1
1998,61.3,7.24,Comum,8.3,1
1998,54.9,7.45,BRS3046,62.15,0
1998,60.4,7.7,BRS3046,77.03,0
1998,60.9,7.39,BRS3046,69.18,0
1998,54.2,7.09,BRS3046,82.8,0
1998,63.6,7.72,Comum,13.01,1
1998,60.6,7.41,Comum,10.27,1
1998,61,7.9,Comum,12.9,1
1998,55.9,7.23,Comum,10.26,1
1998,55.5,7.57,BRS3046,60.12,0
1998,58.7,7.85,Comum,8.43,1
1998,59.2,7.89,BRS3046,62.09,0
1998,56.6,7.07,Comum,10.27,1
1998,60.5,7.33,Comum,57.22,0
1998,56.3,7.35,BRS3046,89.78,0
1998,57.8,7.14,Comum,12.79,1
1998,68.7,7.91,Comum,11.5,1
1998,66.1,7.33,BRS3046,73.06,0
1998,61.2,7.86,BRS3046,80.63,0
1998,62.1,7.25,Comum,12.44,1
1999,60,7.9,BRS3046,69.04,0
1999,53.6,7.54,Comum,11.4,1
1999,62.4,7.38,BRS3046,72.06,0
1999,60.4,7.25,BRS3046,71.96,0
1999,57.3,7.91,BRS3046,70.42,0
1999,63,7.4,Comum,11.01,1
1999,64.2,7.36,Comum,7.68,1
1999,56.9,7.13,BRS3046,74.95,0
1999,54.3,7.13,Comum,9.39,1
1999,59.2,7.17,Comum,8.75,1
1999,59.2,7.18,BRS3046,62.9,0
1999,57.4,7.92,BRS3046,61.37,0
1999,62.6,7.25,BRS3046,74.53,0
1999,63.1,7.97,BRS3046,64.02,0
1999,59.2,7.37,BRS3046,61.41,0
1999,58.6,7.26,Comum,11.04,1
1999,60.2,7.49,BRS3046,76.79,0
1999,62.7,7.21,BRS3046,77.98,0
1999,64.9,7.11,BRS3046,74.94,0
1999,51.6,7.93,BRS3046,67.85,0
1999,64.9,7.4,BRS3046,71.84,0
1999,63.7,7.27,Comum,67.78,0
1999,60.4,7.99,BRS3046,62.74,0
1999,59.6,7.68,BRS3046,73.74,0
1999,60.3,7.08,BRS3046,75,0
1999,65.1,7.72,Comum,8.03,1
1999,60.5,7.35,BRS3046,72.46,0
1999,53.1,7.02,Comum,8.04,1
1999,56.1,7.97,BRS3046,71.65,0
1999,63.1,7.14,BRS3046,65.33,0
1999,60.5,7.07,Comum,70.62,0
1999,55.3,7.36,BRS3046,68.51,0
1999,61.6,7.44,BRS3046,65.3,0
1999,66.5,7.33,Comum,67.21,0
1999,61.6,7.15,Comum,71.86,0
1999,60.6,7.58,Comum,11.37,1
1999,53.6,7.11,BRS3046,70.86,0
1999,60.2,7.16,Comum,10.13,1
1999,60.2,7.56,BRS3046,75.81,0
1999,60.7,7.6,BRS3046,66.84,0
1999,58.3,7.32,BRS3046,73.37,0
1999,71.1,7.45,BRS3046,76.19,0
1999,60.1,7.69,Comum,8.31,1
1999,58.9,7.68,BRS3046,57.24,0
1999,57.9,7.85,Comum,10.12,1
1999,62.3,7.82,BRS3046,78.73,0
1999,59.4,7.97,BRS3046,64.65,0
1999,60.1,7.32,Comum,68.38,0
1999,64.4,7.19,BRS3046,68.75,0
1999,59.2,7.53,BRS3046,64.52,0
1999,62,7.9,Comum,5.54,1
1999,58.5,7.13,BRS3046,75.13,0
1999,58.8,7.08,BRS3046,81.07,0
1999,55.2,7.86,Comum,9.11,1
1999,55.9,7.18,BRS3046,64.26,0
1999,65.9,7.46,BRS3046,79.12,0
1999,64.1,7.59,Comum,9.7,1
1999,64.4,7.99,BRS3046,65.04,0
1999,61.3,7.17,BRS3046,61,0
1999,66.5,7.37,BRS3046,71.33,0
1999,62.1,7.94,BRS3046,63.42,0
1999,62.8,7.11,BRS3046,60.79,0
1999,59.1,7.73,BRS3046,78.46,0
1999,66.1,7.5,BRS3046,68.35,0
1999,61.6,7.22,Comum,80.36,0
1999,67.2,7.76,BRS3046,65.24,0
1999,67.6,7.49,Comum,78.75,0
1999,66.9,7.35,Comum,7.25,1
1999,59.6,7.57,BRS3046,58.23,0
1999,58.5,7.15,Comum,10.3,1
1999,58.7,7.95,BRS3046,66.56,0
1999,47.3,7.21,Comum,6.47,1
1999,51.7,7.24,Comum,9.83,1
1999,53.5,7.24,BRS3046,67.52,0
1999,57.8,7.41,BRS3046,67,0
1999,56.7,7.17,BRS3046,69.5,0
1999,59.1,7.4,Comum,6.92,1
1999,56.9,7.64,Comum,13.68,1
1999,61.4,7.68,Comum,9.41,1
1999,61,7.82,BRS3046,65.06,0
1999,59.7,7.67,BRS3046,73.45,0
1999,62.1,7.75,BRS3046,61.37,0
1999,57.7,7.06,Comum,6.76,1
1999,54.4,7.73,BRS3046,68.82,0
1999,49.4,7.86,BRS3046,71.04,0
1999,55.3,7.3,BRS3046,70.17,0
1999,59.5,7.34,Comum,10.71,1
1999,63.1,7.32,BRS3046,75.7,0
1999,62.9,7.8,BRS3046,81.91,0
1999,65.8,7.6,BRS3046,62.66,0
1999,55.2,7.21,BRS3046,63.94,0
1999,56.6,7.74,BRS3046,71.27,0
1999,59.2,7.21,BRS3046,64.8,0
1999,63.9,7.18,BRS3046,73.09,0
1999,55.5,7.54,BRS3046,76.42,0
1999,61.9,7.36,BRS3046,66.98,0
1999,55,7.13,Comum,10.41,1
1999,57.5,7.97,BRS3046,63.72,0
1999,59.2,8,Comum,10.32,1
1999,67.8,7.02,Comum,64.12,0
1999,62.2,7.09,BRS3046,69.27,0
1999,58.6,7.42,BRS3046,71.2,0
1999,63.1,7.23,BRS3046,68.67,0
1999,68.2,7.33,BRS3046,60.15,0
1999,57,7.83,BRS3046,10.98,1
1999,60,7.07,BRS3046,66.11,0
1999,58.6,7.56,BRS3046,76.74,0
1999,62.6,7.19,BRS3046,61.41,0
1999,61.4,7.54,Comum,10.73,1
1999,61.7,7.22,BRS3046,68.46,0
1999,53.5,7.86,BRS3046,61.97,0
1999,58.6,7.17,Comum,9.03,1
1999,62.1,7.65,BRS3046,71.28,0
1999,67.3,7.61,BRS3046,68.88,0
1999,56.4,7.28,BRS3046,69.38,0
1999,61.4,7.84,BRS3046,61.84,0
1999,58.9,7.18,BRS3046,91.58,0
1999,61.2,7.42,BRS3046,73.07,0
1999,57.4,7.38,Comum,10.72,1
1999,56.3,7.48,BRS3046,78.12,0
1999,62.8,7.96,BRS3046,68.36,0
1999,59.1,7.23,BRS3046,67.13,0
1999,61.3,7.71,BRS3046,73.23,0
1999,56.9,7.12,Comum,11.03,1
1999,61.1,7.76,BRS3046,69.33,0
1999,64.3,7.93,BRS3046,64.65,0
1999,58.2,7.09,Comum,11.35,1
1999,55.6,7.43,BRS3046,64.56,0
1999,66.9,7.79,Comum,8.96,1
1999,53.9,7.63,BRS3046,66.79,0
1999,65.4,7.05,BRS3046,64.84,0
1999,64.2,7.96,BRS3046,63.51,0
1999,55.7,7.1,BRS3046,90.65,0
1999,56.1,7.21,Comum,10.38,1
1999,57.6,7.99,BRS3046,72.04,0
2000,61.6,7.83,Comum,11.11,1
2000,53,7.52,Comum,12.22,1
2000,64.6,7.14,Comum,11.37,1
2000,52.9,7.25,Comum,9.45,1
2000,61.6,7.45,BRS3046,81.41,0
2000,56.2,7.81,Comum,10.3,1
2000,64.8,7.36,BRS3046,81.51,0
2000,59.3,7.36,BRS3046,75.62,0
2000,56.8,7.48,Comum,12.68,1
2000,60.1,7.52,BRS3046,59.18,0
2000,68.7,7.43,Comum,62.71,0
2000,56.6,7.05,Comum,7.79,1
2000,60.7,7.77,BRS3046,83.75,0
2000,60.9,7.4,BRS3046,67.84,0
2000,61.8,7.44,Comum,9.54,1
2000,65.7,7.36,Comum,8.75,1
2000,62.9,7.43,Comum,59.85,0
2000,62.3,7.89,BRS3046,69.66,0
2000,54.8,7.02,Comum,8.06,1
2000,60.4,7.05,BRS3046,67.96,0
2000,61.4,7.15,Comum,10.16,1
2000,54.7,7.05,BRS3046,67.6,0
2000,60.1,7.42,Comum,8.34,1
2000,59.2,7.12,BRS3046,53.93,0
2000,57.5,7.93,Comum,12.87,1
2000,52.9,7.15,BRS3046,69.17,0
2000,57.3,7.41,BRS3046,74.76,0
2000,55.3,7.48,BRS3046,68.24,0
2000,58.4,7.03,BRS3046,66.59,0
2000,60,7.38,Comum,9.13,1
2000,53.6,7.86,BRS3046,70.24,0
2000,69.9,7.59,BRS3046,66.31,0
2000,51,7.6,BRS3046,6.98,1
2000,61.2,7.42,BRS3046,70.02,0
2000,58.5,7.61,Comum,8.63,1
2000,62.9,7.46,BRS3046,75.47,0
2000,60.4,7.8,BRS3046,64.91,0
2000,63.6,7.71,Comum,14.07,1
2000,61.8,7.87,BRS3046,74.97,0
2000,60.2,7.75,BRS3046,65.73,0
2000,55.9,7.39,BRS3046,82.41,0
2000,60.1,7.76,BRS3046,54.94,0
2000,58.1,7.01,Comum,9.45,1
2000,58.8,7.41,Comum,9.32,1
2000,60.5,7.2,Comum,8.68,1
2000,61.5,7.29,BRS3046,64.83,0
2000,55.6,7.56,BRS3046,70.6,0
2000,58.3,7.71,BRS3046,72.61,0
2000,64.1,7.36,BRS3046,78.51,0
2000,55.9,7.49,BRS3046,91.77,0
2000,60.3,7.13,BRS3046,74.26,0
2000,62.2,7.66,BRS3046,65.95,0
2000,59.8,7.27,BRS3046,65.01,0
2000,59.9,7.21,BRS3046,74.16,0
2000,56.3,7.79,BRS3046,74.41,0
2000,61.6,7.21,BRS3046,75.48,0
2000,60.2,7.09,Comum,77.87,0
2000,59.4,7.71,Comum,13.72,1
2000,60,7.26,BRS3046,58.89,0
2000,66.8,7.82,Comum,7.02,1
2000,60,7.59,Comum,8.57,1
2000,57.6,7.59,Comum,7.35,1
2000,49.5,7.89,Comum,8.49,1
2000,61.1,7.38,BRS3046,69.97,0
2000,55.6,7.11,BRS3046,69.5,0
2000,54.5,7.21,BRS3046,71.72,0
2000,57,7.15,Comum,8.77,1
2000,67.7,7.72,Comum,66.87,0
2000,58.8,7.13,BRS3046,65.09,0
2000,59.5,7.88,BRS3046,77.31,0
2000,60.6,7.29,BRS3046,61.29,0
2000,62,7.16,BRS3046,62.02,0
2000,54.2,7.53,BRS3046,83.56,0
2000,67.6,7.65,BRS3046,75.16,0
2000,63.7,7.89,BRS3046,74.4,0
2000,60.4,7.66,Comum,13.98,1
2000,58.9,7.46,BRS3046,73.11,0
2000,59.2,7.23,BRS3046,65.39,0
2000,58.1,7.99,BRS3046,68.99,0
2000,65,7.96,BRS3046,66.18,0
2000,64.8,7.84,Comum,11.67,1
2000,66,7.76,Comum,10.87,1
2000,62.3,7.86,BRS3046,89.81,0
2000,51.7,7.37,Comum,7.48,1
2000,48.9,7.5,BRS3046,80.89,0
2000,57.1,7.21,BRS3046,71.25,0
2000,65.5,7.8,BRS3046,66.63,0
2000,57.6,7.96,BRS3046,75.76,0
2000,63.1,7.78,Comum,9.31,1
2000,63.7,7.8,BRS3046,64.79,0
2000,57.5,7.07,BRS3046,77.27,0
2000,62.6,7.71,Comum,7.06,1
2000,67.6,7.41,BRS3046,71.46,0
2000,66.1,7.53,BRS3046,71.63,0
2000,58.9,7.09,BRS3046,73.89,0
2000,61.4,7.36,BRS3046,77.52,0
2000,60.4,7.44,BRS3046,56.92,0
2000,57.3,7.55,BRS3046,60.1,0
2000,65.8,7.44,BRS3046,68.04,0
2000,57.6,7.14,BRS3046,68.11,0
2000,69.5,7.52,Comum,67.39,0
2000,57.3,7.28,BRS3046,66.38,0
2000,65.5,7.5,BRS3046,76.2,0
2000,56.5,7.32,BRS3046,73.27,0
2000,60.1,7.29,BRS3046,75.44,0
2000,54.5,7.44,Comum,7.56,1
2000,65.7,7.65,BRS3046,76.3,0
2000,57.4,7.37,BRS3046,62.55,0
2000,63.5,7.89,Comum,7.43,1
2000,63.2,7.69,BRS3046,66.18,0
2000,69.3,7.87,Comum,64.25,0
2000,60.5,7.79,Comum,7.77,1
2000,61.5,7.93,BRS3046,79.23,0
2000,62.7,7.18,Comum,71.25,0
2000,58.3,7.46,BRS3046,78.37,0
2000,57.7,7.95,BRS3046,61.48,0
2000,56,7.9,Comum,9.14,1
2000,51.6,7.21,Comum,11.95,1
2000,62.7,7.01,BRS3046,58.1,0
2000,55.3,7.81,BRS3046,60.57,0
2000,57.7,7.09,Comum,9.88,1
2000,61.7,7.13,Comum,9.35,1
2000,61.8,7.87,BRS3046,68.57,0
2000,58.6,7.45,BRS3046,62.98,0
2000,66.7,7.89,BRS3046,60.77,0
2000,60.4,7.25,BRS3046,63.98,0
2000,61.7,7.3,BRS3046,68.28,0
2000,54.9,7.31,BRS3046,64.39,0
2000,60.4,7.64,BRS3046,69.17,0
2000,63.1,7.45,Comum,6.99,1
2000,64.3,7.12,Comum,6.84,1
2000,59.4,7.51,BRS3046,76.95,0
2000,61.1,7.36,BRS3046,63.12,0
2000,60,7.62,BRS3046,66.62,0
2000,61.6,7.62,Comum,10.55,1
2000,60.4,7.95,Comum,9.64,1
2000,56.4,7.7,BRS3046,72.81,0
2000,65.1,7.47,Comum,67.14,0
2000,60.8,7.14,BRS3046,63.93,0
